Date,Title,Article_Link,Article
19.10.2008,Police Continue Intensified Internet Watch,http://yle.fi/uutiset/6115694,"
Intensified monitoring of the internet by The National Bureau of Investigation is to continue until the end of this month. Police have followed up hundreds of leads relating to threats despite the lack of additional resources.
 Police have kept a watchful eye on the internet for almost a month since the Kauhajoki shooting. They have examined hate and racist sites in addition to searching for suspicious profiles. Tip offs from other police officers, webmasters and internet users have also greatly assisted their investigations. All tip offs relating to threats on individuals or crime have been followed up but police describe the job of searching for deranged individuals as looking for a needle in a haystack. In addition to two fulltime officers to oversee the internet investigations, five other policemen have been brought in. However, no extra police have been recruited. A decision will be made at the end of the month whether to continue the current level of investigations. Interior Minister Anne Holmlund believes the investigation must continue and has promised additional financial and human resources for the police next year. For their part, police say the current intensified internet operation is affecting other investigations such as tracing pedophiles. A dedicated internet investigation unit would be most welcome, they say. So far, though, no decision has been made by the Interior Ministry. YLE"
21.8.2019,Up to €1m for schools to combat online child predation,https://yle.fi/uutiset/10931344,"The Ministry of Education and Culture has launched a special funding programme to help protect young people against online predators. The initiative will see the ministry provide up to one million euros for primary and pre-schools for media literacy training for their youngsters. The ministry said that it hopes the funding will be used to support programmes that train children to operate safely and prudently online, and specifically to examine the terms of use and privacy settings of different services.  ""Online predation and abuse is a worrying trend that must be fought decisively. It is the responsibility of us adults to offer children and young adults enough support and information so they can operate safely in social media and elsewhere online,"" Education Minister Li Andersson said in a statement. Schools can use the funding for purposes such as hiring teachers, teaching assistants and counsellors. At the end of 2018, police in Oulu had warned of online predators follow reports of a series of child sexual abuse allegations."
29.7.2019,Helsinki man held on suspicion of multiple child sex offences,https://yle.fi/uutiset/10897500,"Police in Helsinki have arrested a man they suspect of committing multiple sex offences against at least twelve underage girls.  Investigators believe that there may be more victims of the man known as ""Eno"" or Uncle, and have released an image of the suspect with a request for further victims and witnesses to come forward. The police justify their decision to publish the suspect's photograph on the grounds that it is necessary in order to carry out a full investigation into the man's possible crimes.  Although he is only suspected of the crimes at this stage, public broadcaster Yle is also publishing the image of the man, due to these exceptional circumstances.  Director of the investigation Saara Asmundela of the Helsinki Police Department said that the identity of at least one of the suspected victims has not yet been established. ""It may be that some of the victims are not even aware that they were abused because many of the victims known to the police were in an unconscious state at the time the suspected offences occurred. This was due to the suspect supplying the victims with alcohol or other intoxicants,"" she said.  The man is suspected of, among other things, multiple cases of aggravated rape and aggravated sexual abuse of a child. The offences are believed to have occurred at the man's apartment in the Helsinki neighbourhood of Laajasalo, beginning in 2006 and continuing over the course of several years.  According to police, the suspect is known as ""Eno"" by the young people in his local community. During their preliminary investigation, police have discovered that the suspect had also been known to offer alcohol and narcotic drugs to minors.  Police have emphasised that they believe a number of serious crimes have transpired, and that the evidence provided by both victims and witnesses will play an important role in determining possible charges. ""We ask that anyone who suspects that they have been the victim of a crime or knows something that might be helpful in the investigation to please contact us,"" Asmundela said.  Police request contacts use the e-mail address sexualcrime.helsinki@poliisi.fi.  
 "
14.12.2018,18-month suspended jail term for Helsinki teacher over students' sexual abuse,https://yle.fi/uutiset/10555426,"A teacher at a Swedish-language school in Helsinki was slapped with an 18-month suspended prison sentence for the sexual abuse of students in his charge. The court also ordered the defendant to pay damages amounting to 1,500 euros to one of the complainants and 1,200 euros each to four others. The court found that the offences occurred between 2013 and 2017. The 43 year-old denied the charges in court and said that when he touched the children he was providing massages and other forms of assistance without any sexual intent. The court ruled that the teacher had sent messages with sexual images and texts to young boys, which prompted a written warning in 2014. However he continued to engage in inappropriate communications with the students in spite of the warning, the court said. The school filed a criminal report about the teacher at the beginning of 2017. The school principal was also charged with dereliction of duty in connection with the teacher's offences. The court will hear the case against the principal in 2019. Svenska Yle reported on Friday that the teacher had not been teaching since April 2017, when police began to investigate the suspected offences."
25.5.2020,Fourth human trafficking suspect in theatre predator case,https://yle.fi/uutiset/11366715,"Helsinki police say they have identified a fourth suspect in their investigation of a human trafficking and sexual offences case involving well-known theatre influencer Veijo Baltzar.  In a statement issued on Monday, police said that the new suspect is believed to have committed human trafficking. Only one of the four people suspected in the cases has been remanded into pre-trial custody. The main suspect in the group of alleged offences is cultural luminary Veijo Baltzar. He is suspected of committing several counts of aggravated rape and aggravated human trafficking between 2016 and 2019. The allegations were first reported in November last year. The sexual offences allegedly took place in Helsinki, Kuopio, Rautalampi in northern Savo and Tammisaari, which lies in Raseborg (Raasepori in Finnish) in southwest Finland. Baltzar is also suspected of child sexual abuse, sexual abuse and assault. Police said that they would not comment further on the investigation at this stage and indicated that the deadline for pressing charges is 18 November.  Last November, daily Helsingin Sanomat reported that 77-year-old Baltzar had manipulated, controlled and preyed on girls and young women in his theatre company.  The paper interviewed 18 women and girls who said they had personal experience working with the globally-renowned figure. Many said they felt that in rehearsals they had to please Baltzar if they wanted to gain his approval or land an important role.  The interviewees said that Baltzar lured young women to stay at his home. He was said to have been living in Tammisaari and Rautalampi at the time. HS also reported that he insisted that the girls break with their families and boyfriends.  Baltzar has denied the allegations of aggravated human trafficking. He was remanded into custody last November. At the time, police suspected two other individuals of aggravated human trafficking. Charges were initially to be laid against him in February, but the deadline was first extended until June and later until November as new developments emerged in the case."
22.11.2017,"Wednesday's papers: Rape acquittal, status of Swedish and a transgender baseball star",https://yle.fi/uutiset/9942440,"Several media report on the appeal of a 23-year-old asylum seeker convicted of the sexual abuse of a 10-year-old girl. The man was sentenced to three years in jail for aggravated sexual abuse, but acquitted of rape in a verdict that prompted extensive debate on social media. The court ruled that the man had sex with the girl in a deserted courtyard of an apartment building in Pirkanmaa, and that constituted aggravated sexual abuse, but acquitted him of rape because the court ruled there was not adequate evidence the girl was afraid or helpless. Aamulehti reported on the case on Tuesday with a look at the nuts and bolts of the rape law that underpinned the verdict. That law holds that for a rape conviction to stand either violence or the threat of violence should be used; or the victim should be unable to defend themselves or articulate their rejection of the attacker. Needless to say, the court's view that a 10-year-old did not meet these criteria has raised eyebrows. ""If this situation doesn't have the essential elements of a rape offence, then yes we should consider changing the law,"" said Professor of Criminal Law Matti Tolvanen in comments to Aamulehti that were widely reported in other media. Yle's Finnish-language service reported the appeal court's verdict last Friday. A broad survey on attitudes towards the Swedish language makes the news today, with Helsingin Sanomat reporting that ""The position of Swedish isn't important to the young"". That refers to a finding that just 52 percent of those questioned aged under 30 regarded the position of Swedish in Finnish society as important. That percentage rises to 80 percent among pensioners. The older the respondent, the the stronger the desire to protect the status of Swedish. Good Swedish skills were regarded as important in decision-makers by just 60 percent of respondents, down from 80 percent in the same survet in 2008. Half of respondents said they had no use for Swedish skills, while nearly half of Finnish speakers questioned said that public services in Swedish cost the taxpayer too much money. Iltalehti reports on the first transgender Finnish baseball player to come out in Finland. Alexander Saloranta announced last week that he wants to live as a man. He has five baseball championships to his name, was voted player of the year in 2011 and plays for the Lapua team in a rural part of South Ostrobothnia. The news came as a surprise to those who knew him as Paula, his birth name, but the 30-year-old was now ready to go public. Saloranta says he always knew he wanted to be a boy, even as a small child. His fiance Sari and his parents have been supportive, and even as Paula, Saloranta was one of the few openly LGBT sports stars in Finland. Now his career in the women's leagues is over, as hormones will show in doping tests and result in a ban from playing. He says he won't seek a men's team to play for, but if one asks, he might well give it a try."
16.2.2019,Added funds for elder care and sex crime prevention top supplementary budget proposal,https://yle.fi/uutiset/10649885,"The Finnish Finance Ministry published its first proposal for supplementary allocations to the 2019 budget on Friday, 15 February. Government will first approve or reject the suggested injections of additional money, after which a version of the proposal is expected be presented to Parliament next week. Recent police suspicions of shocking events in the northwest city of Oulu and reports of gross neglect in some privately-run senior care facilities have led to a ministry call for five million more euros to be directed towards the prevention of sex crimes, and an allocation for the hiring of more inspection personnel on the regional and state level to oversee services catering to the elderly, disabled and early childhood education. The added five million euros to prevent sex crimes targeting children and youth includes 1.6 million euros more for online policing and 1.5 million euros for relevant educational work in schools. The ministry proposes an additional 0.3 million euros be granted to youth work, and 800,000 more euros devoted to the launch of a new LASTA model, a new child protection service structure consisting of 18 regional hubs of specialist social service and health care. The new structure aims to provide child friendly investigation and support for all cases of alleged physical or sexual abuse. The ministry would also award 4.8 million euros in added funding to the Finnish Immigration Service (Migri) for immigration-related security measures. The proposal says the additional funding would be used to improve Migri activities and found a new detention facility in Oulu. Among other technical adjustments, the first supplementary budget proposal of 2019 also revises down its tax revenue estimate to reach a figure 196 million euros lower than was originally forecast. In this latest iteration of the Finnish budget for 2019, expenditure estimates increased by 80 million euros, while revenue estimates were reduced by 190 million, meaning that the proposal increases the government's net borrowing requirement by 270 million euros. "
4.9.2018,Poll: 30% of Finnish teens report online sexual harassment,https://yle.fi/uutiset/10385837,"A fresh poll commissioned by the Finnish branch of the Save the Children charity has found that over 30 percent of respondents between the ages of 12 and 17 have witnessed some kind of sexual harassment of their peers on digital media in the last year. Results from the 3,210 secondary school pupils that responded to the survey indicated that girls are more often exposed than boys to material they consider to be sexually harassing. Over 10 percent of the girls said that they had personally been the victim of sexual harassment, while this was true for less than 5 percent of the boys. ""I was sent a picture of a boy's genital area on Snapchat. I didn't like it,"" answered one poll respondent. Snapchat, Instagram and WhatsApp are the most popular social media platforms in use in Finland, the survey revealed. The survey suggested that many children don't see a problem sharing suggestive images with their peers. Close to one-third of the young boys and one-fifth of the girls said it is acceptable to share naked images and videos with their boyfriends or girlfriends on the platforms, for example. Among upper secondary students, 50 percent of girls and close to 60 percent of boys are okay with sending such images to someone they are dating. ""My former boyfriend pressured me to send pictures and images of myself naked,"" said one respondent. In addition, 12 percent of secondary school girls and 8 percent of boys admitted to sharing a message with a sexual image or video with someone that they did not interact with offline. Among upper secondary students, this number jumped to 16 percents for girls and 11 percent for boys. ""I've been asked to submit nude images several times. I have stupidly done it, but they didn't spread online – at least not yet,"" one of the respondents revealed. The survey results confirmed that 12 to 17 years-olds tend to say one thing and do another on this issue. When asked if it is okay to share an image of a scantily-dressed or naked person that they have received online, 90 percent of respondents said no. Even so, about one-third of the youth reported having seen this kind of material exchanged among their peers. The report determined that shame is the biggest factor keeping young people from telling the adults in their lives about the sexual harassment or bullying they might have been exposed to online. More than half of girls and over 20 percent of boys said that this was the case. Save the Children Finland said that sharing intimate photos and suggestive messages in social media applications seems to be a natural part of young people's romantic relationships these days. The charity emphasised that the risk that such sensitive material will be used in a detrimental manner must be communicated to young people. It called on Finnish schools and other institutions to engage in more open and direct discussion about the distribution of suggestive images on digital media, and its hazardous consequences. Save the Children also called for Finnish legislation on sex crimes to be updated to include all forms of sexual abuse and harassment affecting children. "
26.7.2019,Police: Reporting of sex offences up 16%,https://yle.fi/uutiset/10895255,"The number of reports of sexual offences increased by more than 16 percent in the first half of 2019, according to a statement issued by Finnish police.  However, police do not believe that more sex crimes are being committed, but rather that more are being reported.  ""It should be noted that these figures refer only to the number of reported crimes and do not therefore indicate whether the number of offenders has increased. In other words, the same offender may be the suspect in more than one case,"" the police press release stated.  The increase has also been attributed to the filing of several reports over a short period of time, for example when a suspect is held on suspicion of committing one crime, but earlier offences are subsequently added to the suspect's charge sheet.  According to the police statistics, the suspect was known to the victim in about 67 percent of the reported sexual offenses.  Furthermore, approximately three quarters of the suspects were Finnish nationals, while just over one quarter were foreign nationals, an increase of about six percent compared with last year. According to Chief of Police Seppo Kolehmainen, the year-on-year difference has been driven by an increased concentration of reporting around specific population groups and in certain regions. In Oulu, the total number of sexual offence reports increased by more than 100 percent in the first half of this year compared to the same period last year, with 205 sexual offences being brought to the attention of the Oulu Police Department from January to June this year.  Of these reports, the number of rapes was almost twice as high as in January to June last year, and the number of reported child sexual abuse cases was 42 percent higher than in the corresponding period of 2018.  However, Oulu is not the only place where the reporting of sex crimes has increased. In the area patrolled by the Western Uusimaa Police Department, the number of sexual offence reports increased by almost 65 percent. There was a particular spike in the reporting of cases involving the sexual exploitation of a child, with 131 reports filed, an increase of almost 105 percent.  The number of rape reports in the region also increased, by almost 29 percent, with 45 separate cases recorded. Elsewhere in Finland, the number of sexual offence reports is similar to last year, or has decreased. Reports to the Eastern Finland Police Department were down by almost 13 percent in January to June this year, with 23 fewer incidents being brought to the police's attention than in the corresponding period last year."
3.10.2019,Foster home in southern Finland shuttered over suspected abuse,https://yle.fi/uutiset/11004086,"Regional authorities in southern Finland have ordered that Pro Manors Ltd terminate activities at its foster care facility known as Loikalan Kartano in the Iitti municipality of the Kymenlaakso region in southern Finland. Officials said they discovered serious shortcomings at the facility, with inappropriate discipline and restraints that were not in accordance with Finland's child welfare laws. The foster home was also understaffed, while personnel were inadequately trained. Regional authorities report that the operations were not fully licensed and did not fulfil the conditions required for the provision of foster care. The shortcomings were discovered on a surprise visit from the Regional State Administrative Agency of Southern Finland in June.  Officials now demand that the home be decommissioned by the beginning of November, and says it will arrange substitute placements for children and youth who are currently living at the facility. Heidi Rauha, director of the foster care facility, said she does not wish to comment on the decision to close the home. ""I am shocked. I find the situation strange in this law-abidingcountry. If the authorities make these kinds of decisions, then they must of course move forward with them,"" she said. Rauha is still contemplating whether she will use her right to appeal the decision. ""We have done a lot of work to fix the operations and we have been waiting for decisions. The process has taken almost a year, in practice. I am not however ready to comment yet today,"" she said. In May, the deputy ombudsman of parliament requested that the regional authorities examine Loikalan Kartano to see if activities complied with permits and operational practices. The request was issued after the ombudsman's office made an inspection of the facility one year ago. This previous inspection discovered that youth were stripped naked and isolated at the facility. The minors placed at Loikalan Kartano at the time were between the ages of 14 and 17. The young people at the foster home told the inspectors that they were asked to undress when they arrived at the facility, and were then cut off from other people in the building. They were not allowed to move about inside their units and had to seek permission to leave their room by knocking on the door from the inside. The minors were also reportedly not allowed to speak during meals. The deputy ombudsman said the decision to have regional authorities inspect the facility was based on the teens' reports, written reports about restraint decisions, staff inspections and records drawn up about the placed minors.  The Southeastern Finland Police Department is investigating the irregularities at Loikalan Kartano, and says it suspects the foster home's management of imprisonment, coercion and assault. The exact nature of the offenses will become clearer as the investigation progresses. The police say they have two main suspects, one of whom is the head of the facility."
22.2.2020,Surge in complaints by children in care,https://yle.fi/uutiset/11223236,"Official complaints made by children cared for by the state increased dramatically last year, new figures show, following a scandal in 2018 which brought to light abusive and criminal practices in some of the country’s homes for looked-after children. The publicity around the cases, in the Finnish towns of Muhos and Iitti, led to an increase in awareness that young people in the care system can file a complaint to Finland’s Parliamentary Ombudsman over suspected mistreatment while they are under state guardianship. The Parliamentary Ombusdman said its office received 63 complaints by under-18s in 2019 and reached 45 decisions, significantly up from just 26 new complaints and seven decisions the year before.  Recurring complaints centred around young people in care institutions being made to strip naked, placed in solitary confinement for long periods, forced to eat in silence or remain indoors.  One complainant said they were not even allowed out to attend a college entrance exam, while another complained of punishments being meted out to everyone if one person broke one of the care-home rules. In total the office said it dealt with 500 complaints concerning young people in state custody last year, many of which were made by the parents or guardian of the child. ”In almost every case where a child contacts us, we find something there that may not be in line with the law,” said deputy ombudsman Maija Sakslin.  In more extreme cases the Parliamentary Ombudsman can report an institution to the police or require compensation be paid to the child.  In one case two children received 4,000 euros in compensation each for having their fundamental rights breached while placed in a foster family. Sakslin said that in many places in Finland children in care receive good care and are well looked after, but says that cases where children’s rights are not observed are ”extremely concerning”.  Over 18,000 children in Finland are cared for outside the home, with around 10,000 in state custody."
12.4.2006,Internet Help for Abused Children,http://yle.fi/uutiset/5224499,"The site includes a questionnaire, information and advice designed so that a child get get the help they need. So far, of some 650 children who have responded to the questions on the web page, 80 percent would appear to be living in unsafe environments. If a child who may be suffering abuse can access the site online, they can answer questions which will assess their own risk and get advice and information on getting help discreetly. At the moment, the children's questionnaire and other in depth-resources are only in Finnish. The Federation of Mother and Child Shelters does have information in English on how to get help and the locations of shelters on their website. Last year the organisation helped over 26,000 victims of domestic violence and abuse, six percent more than in the previous year. Experts suggest that many victims are unaware that they should, or can, seek help for their problems. Many are intimidated by fears that in small communities, news of their problems will spread, or are ashamed and afraid that their social status and image will be affected. Studies indicate that a typical victim of domestic abuse will be a women under 40 years old. Child victims often suffer because parenting skills are inadequate and inconsistent, leading to abusive parental behaviour. Researchers have also found that “boundary setting” is a common flashpoint in families. Many parents also suffer from alcohol problems which harm their children’s welfare. The Internet initiative is also aimed at getting the adult perpetrators of abuse to seek help in controlling their behaviour. Links 
Online abuse hotline (in Finnish only) The Federation of Mother and Child Homes and Shelters(English Text) YLE24"
29.12.2012,New centres planned for abused children,http://yle.fi/uutiset/6431892,"If funding is forthcoming, the first trial of the centres for abused children will be started in Turku at the beginning of 2014. If it proves to be a successful model after a three-year trial period, plans call for at least five more to be set up in various parts of the country, according to the project's director, Minna Juutilainen of the National Institute for Health and Welfare THL. ""These children's centres will be a public service. The police, judiciary, child welfare authorities and healthcare officials will work together for the good of children who have suffered from violence,"" Juutilainen explains. ""Nowadays, the authorities function separately in this difficult, but socially important task. This endangers the interests of children, their rights as children and legal rights,"" she continues. Funding needed Plans are well advanced, but 600,000 to 800,000 euros are still needed to launch the first trial. In 2011 police received over 6000 reports of violence against minors and nearly 1500 reports of sexual abuse. Senior Constable Miia Rutanen of the Pirkanmaa Police District investigates charges of abuse and violence against children, and she says there is a real need to bring all the authorities involved together. ""Many children suffer from having to tell the same things over and over again in different places. The child thinks that once an adult is told, then they all must know,” Miia Rutanen points out."
5.10.2017,"Thursday's papers: Support centre for the undocumented, teenage violence, first snow?",https://yle.fi/uutiset/9866840,"Helsingin Sanomat runs a piece this Thursday on a new support centre being established in Helsinki, specifically intended to help undocumented asylum seekers feel safe and get by. The location of the centre is not public knowledge, as the administrators fear reprisal from anti-immigration proponents. ""Our focus is on the physical safety of our customers,"" says project chief Kirsi Rantala. ""We are not in the business of hiding people, but undocumented people have the right to visit the centre safely."" The centre is a joint venture between the Finnish Red Cross (SPR), the Helsinki Federation of Evangelical Lutheran Parishes and aid organisation Sininauhaliitto (""Federation of the Blue Cross ""). The centre's runners say in the HS piece that they expect dozens of visitors a day to their secret haven, which is open to all but geared towards supporting undocumented people. Many asylum seekers who arrived in 2015, for instance, will soon face negative asylum decisions and be cast outside of the protection of the state and of reception centres, essentially becoming illegal aliens. The SPR's multicultural programme developer Eva Kuhlefelt says she is most sorry about the scarcity of information that asylum seekers receive. ""Some of them do not know what phase their application is in, how to contact a lawyer or what the Finnish Immigration Service or an Administrative Court is,"" she says in HS. Help and information are available in Arabic and Dari, and visitors also have the chance to wash clothes, attend cultural events and meet others in a safe environment. ""The police know about the centre,"" says parish worker Marita Nummelin, referring to the undocumented status of the centre's customers. ""We respect their work, and they respect ours."" Regional paper Aamulehti's front page piece is on the rising tide of violence among young people in Finland. The article states that violent crimes committed by under 18-year-olds have risen in recent years, making up 10 percent of all assaults in the Pirkanmaa region so far in 2017. Last week a mass fight broke out in the parking lot of amusement park Särkänniemi, raising concerns over the welfare of teenagers. Central Finland police chief Jari Kinnunen calls group brawls uncommon, but the amount of teenage violence has grown, allegedly aggravated by drug abuse. ""None of these crimes have been committed sober,"" Kinnunen posits in AL. ""Teen fights usually occur in public places and involve narcotics, money, consumer goods or debt collection."" Young men are often the main perpetrators of aggravated assault. The one attempted murder reported this year, however, involved a 17-year-old girl who stabbed a child welfare worker in January, AL writes. ""If we had more manpower, our patrols could make even more of a difference on the streets,"" Kinnunen says. Finally tabloid Ilta-Sanomat features a long-projection weather story with chilly implications. Winter is on its way, as meteorologists carefully concede that the first snow may fall in the north as early as next week. Temperatures will continue to drop nationwide in the days to come, with cold air moving into Lapland from the Arctic Ocean. Subzero conditions are expected on clear autumn nights; but chilliness is not enough for precipitation to freeze into snowflakes, says meteorologist Kristian Roine from Foreca. ""The cold snap has to coincide with a precipitation front in order for snow to be likely. What happens after next week when a dry front retreats and a new low pressure front comes in is anyone's guess. These are time periods that test the limits of our prognoses."""
22.9.2017,Report confirms girls in Finland are taken abroad to undergo FGM,https://yle.fi/uutiset/9846125,"Girls in Finland are at risk of female genital mutilation (FGM), according to a new study released on Friday. The NGO Fenix Helsinki's report cites several instances of girls being transported out of the country for FGM procedures, confirming suspicions that the illegal practice is taking place. Ujuni Ahmed is the chair of Fenix Helsinki. She is a second-generation Somali immigrant, who arrived in Finland as a young girl with her parents in 1991. ""Our study demonstrates that these trips really are organised in Finland. I have also heard that FGM is carried out within the country,"" Ahmed says. Although the report's authors spoke with several women who had undergone FGM, only four agreed to be interviewed for the study. The four women that were interviewed were transported from Finland to different countries - Egypt, Somalia, Syria and Iran - for the illegal procedure. Only one had ever visited a gynaecologist, and all four were not aware of the purpose of the trip ahead of time. ""The continuation of the tradition in Finland is largely influenced by how aware people are of FGM's illegal status and the damage it can do. It is also a matter of how well a person or community is integrated into Finnish society,"" she says. FGM is a cultural tradition that exists in the Middle East, Asia and some African countries. It often involves circumcision of a woman's or girl's external genitals or closure of the vulva. Senior Helsinki and Uusimaa Hospital District (HUS) physician Sinikka Suominen has performed corrective surgery on women and girls who have undergone FGM.  ""I've only had a few patients over the years, despite the fact that our clinic is the only - or one of the only - places that carries out these corrective surgeries in Finland, to my knowledge,"" she says.  She says this tells her that women in Finland aren't aware that corrective measures are available. ""In the end, it is a simple operation that could really help these people. I hope that information about it would spread. We would gladly welcome more patients,"" Suominen says. The report will be handed over today to Tuomas Kurttila, Finland's Ombudsman for Children. ""The study is important because the people in question are Finnish citizens. Until now, we have put our trust in the ability of the healthcare system would prevent this kind of thing from taking place on a widespread basis, but this is clearly not the case,"" he says. Fenix Helsinki's Ahmed says the authorities, victims and families of the victims are united in their lack of information.  ""A minor is rarely able to critically challenge the traditions and habits of their family. It is often a family member that carries out the procedure, sometimes even the girl's own mother,"" she says.   She says Finland still has a long way to go in educating gynaecologists, health care centre workers, doctors and school personnel in how to relay information about FGM, with an emphasis on the illegal status and the health and psychological risks involved.   ""We need to get the data into the communities, so the change can happen from within,"" says Ahmed.  Despite Ahmed having heard about FGM taking place in Finland, not one report of a suspected crime of this nature has been reported to the Finnish police.  National Police Commissioner Seppo Kolehmainen said on Friday that it is almost impossible for the Finnish police to clamp down on FGM. Most of the cases are taking place during visits to foreign countries, as the report has shown. He says the authorities are dependent on health and social service practitioners in this case, because most of the abuse is taking place under a shroud of secrecy.  "
9.3.2012,Aamulehti: Dozens of children victims of sexual abuse,http://yle.fi/uutiset/5075900,"The NBI is investigating ten men, each of which allegedly had sexual intercourse with one or more children. Aamulehti writes that most of the perpetrators are also suspected of abusing kids over the internet. The men reportedly approached girls on internet forums popular among the young, such as kuvake.net. Police say the men also attempted to coax hundreds of kids between the ages of 9 and 15 into sex acts online. The perpetrators approached girls on chat sites and also tried to meet them in person. The most serious crimes involved face-to-face meetings for which the suspects travelled long distances, head of investigation Tero Haapala told Aamulehti. The men are not believed to be connected, even though some of them had the same victims. Some of the suspects are themselves fathers. The crimes are suspected to have occurred between summer 2009 and the end of 2011. The first suspects were detained at the end of last year, but most of them are still at large as they await charges."
14.8.2006,Violence a Normal Part of Life for Many Children,http://yle.fi/uutiset/5750155,"Programme Director Inka Hetemäki of UNICEF Finland says violence against children must be taken seriously. Each year in Finland, 61,000 children fall victim to physical abuse, although corporal punishment is illegal. Worldwide the number stands at 275 million. Finland ranked among the highest in terms of physical violence against children. A total of 35 countries, including 15 Western European countries, participated in the study. 
YLE24
"
5.2.2007,Increase in Reported Sexual Abuse Cases,http://yle.fi/uutiset/5760167,"The number of reported cases stood at 1055 in 2006 compared to 849 two years earlier. Part of the increase is attributed to false reports by estranged spouses, but greater enforcement efforts are also bringing in more reports. Experts say that many police and prosecutors lack many specialised skills needed to investigate cases of suspected abuse, thus leading to dragged-out processing times. 
YLE
"
1.5.2010,Newspaper Reports Widespread Sexual Abuse Linked with Lutheran Church,http://yle.fi/uutiset/5554934,"More than 20 cases have come to the knowledge of people in the church who have been asked to investigate the matter. Over the decades, the number of victims in church circles is estimated at over 100, and the number of perpetrators is believed to be in the dozens, says child welfare expert Johanna Hurtig. She also believes that the cases that have come to light are but the tip of the iceberg. The issue has been raised in the wake of sex scandals that have hit the Roman Catholic Church in a number of countries. Last week, leaders of the Finnish Lutheran Church urged possible victims of abuse to come forward. Martti Esko, the director of the church's family affairs council, says that some clergy and other church workers are among the suspects. He says that youth work is the area where the number of cases is the highest. In two cases from many years back, a victim claims that a bishop at the time had downplayed the matter and covered it up. In addition, about 10 lay preachers of the Laestadian revival movement are suspected of abuse. In the past year six Laestadian men have been convicted of sexual abuse. Some of the convictions brought prison sentences of 8-12 years, which suggests that the crimes were very serious, according to Helsingin Sanomat."
22.9.2005,Toijala Sex Crime Suspect Remanded in Custody,http://yle.fi/uutiset/5219127,"The investigators also say that contrary to some media reports, there is no indication that Satan worship was involved, or that drugs had been administered to the alleged victims. The investigation into the alleged sexual abuse began three weeks ago."
15.7.2011,A third more rapes reported this year,http://yle.fi/uutiset/5391754,"In the first half of 2011, 438 rapes have been reported. The corresponding figure for 2010 was 458, whereas the average for the first decade of the 2000s stood at 317. National Police Commissioner Mikko Paatero hopes that the higher figures are at least partially explained by an increase in the rate of reporting the crimes, rather than a spike in the number of crimes themselves. According to Statistics Finland, this year has also seen a rise in police reports of assault, drug-related crimes, robberies and malicious damage."
27.9.2012,More young victims of sexual abuse seeking help,http://yle.fi/uutiset/6312871,"Sex therapist
Kristiina Hannila of Helsinki's ""Girls' House"" centre says that it is
hard to give precise figures, but the number of girls she sees looking for help
has gone up. Many incidents,
however, remain hidden. ""I believe
that what comes to light in public is just the tip of the iceberg. Cases cannot
always be solved, and so they never go to court,"" Hannila points out. There are many
kinds of sexual abuse faced by children and young people. Abuse takes place
both in the home and online. According to
police, sexual crimes targeting minors committed by total strangers are a
rarity. But online, there are growing risks. ""The truth is
that even if a child is at home, he or she is not safe if the net provides
access to the outside world,"" points out Senior Constable Jari Lindholm. Kristiina Hannila
believes that one important role of an open discussion of sexual abuse is to make minors more aware of what sexual abuse is. The most important
factor in prevention, however, is involved parenting. ""Take the
time to listen to what's going on in the life of the child. I would encourage
parents to ask their children what they are doing online. Usually children and
the young are keen to explain, if their parents only ask,"" said psychologist
Jenni Häikiö.  "
26.10.2016,Prosecutor demands long jail time in incest case,http://yle.fi/uutiset/9253990,"A man in Oulu could face up to eight years in prison after admitting sexually abusing and repeatedly raping his own daughter over a period of nine years. The prosecutor is demanding a jail sentence of eight years for the crimes, along with compensation totalling 45,000 euros. The man's lawyer has said he plans to plead guilty, and the defence will ask for a psychiatric assessment. The daughter, now aged 26, had waived her right to anonymity and asked for the proceedings to be held in public, in an effort to encourage other victims of abuse to come forward. Social workers have come under fire over their roles in the case, as the daughter had an abortion at the age of eleven and gave birth to a child. According to Terttu Utriainen, a criminal law professor at University of Lapland, the authorities charged with preventing abuse and neglect work within three agencies: in child welfare, health care and in educational settings. Utriainen told Yle radio that the different agencies generally work on their own, each bound by confidentiality rules, a situation that results in poor communication.  ""I think what happened is that each sector were working in their own areas and their own confidentiality guidelines and this is how the information [about the abuse] was not communicated forward,"" Utriainen said. She said that families often want to keep matters private in cases of incest - making work more difficult for officials."
18.9.2005,Sexual Abuse of Young Girls Suspected,http://yle.fi/uutiset/5219028,"Police suspect that the girls were abused by several local men in their 30s. Little information has been released about the suspects, and as of Sunday, police had not said whether any arrests had been made or suspects questioned. Police did say that an investigation is underway and that only three cases of sexual abuse had been formally filed. According to the local director of social services, the girls had been drugged before being assaulted, although she was unable to say what types of drugs were used on the children. She also said that there was a link to Satan worship. The abuses came to light when one of the girls sought help at a local public health centre. The girls had feared that their abusers would harm them or their families if exposed. The incidents of abuse took place mostly in Toijola, a community of 8 300 residents 140 kilometres northwest of Helsinki. It is possible that they were also taken elsewhere and assaulted. The girls are under the protection of the authorities at an undisclosed location."
